ordine;part_number;descrizione;lotto;TAG_Stampo;codice_pressa;data_fine
489779;10084085;FONDO FILTRO HYGROBAC'S PP;21G0157FA;TAG 209;SE602;19/08/2021 00:23
489780;3062;DOPPIO TAPPO PER COBB GIREVOLE;21G0158FA;TAG 41;SE003;12/08/2021 21:36
489790;PT00108836;GUEDEL CANNULA SIZE 10 CM;21G0159FA;TAG 143;SE010;02/08/2021 21:38
489791;PT00108835;GUEDEL CANNULA SIZE 9 CM;21G0160FA;TAG 143;SE010;02/08/2021 21:47
489798;PT00108834;GUEDEL CANNULA SIZE 8 CM;21G0161FA;TAG 143;SE010;31/08/2021 01:15
489808;4897;VALV.DIGITVENT 10CH TY-CARE AD;21G0165FA;TAG 187;SE014;17/08/2021 21:12
489815;4553;ANELLO PORTA ELASTICO MASCH. 5;21G0166FA;TAG 82;SE028;11/08/2021 21:23
489816;3066;TAPPO ADATT.D.7.5 SOMMINISTR.;21G0167FA;TAG 73;SE028;17/08/2021 21:06
489817;3210;CONN TIPO T 22M/15F 22F 22M;21G0168FA;TAG 228;SE604;05/08/2021 01:11
489818;3206;CONN TIPO T 22M 22M 22M/15F;21G0169FA;TAG 228;SE605;09/08/2021 21:38
489819;3189;RAC DIRITTO 22M 22M/15F A;21G0170FA;TAG 228;SE604;11/08/2021 21:12
489820;4892;RACC.3 VIE REBBI PARALLELI;21G0171FA;TAG 27;SE003;05/08/2021 01:11
489821;3391;C. HYGROSTER,STERIVENT 22F/15M;21G0172FA;TAG 130;SE026;16/08/2021 21:18
489822;3391;C. HYGROSTER,STERIVENT 22F/15M;21G0173FA;TAG 130;SE026;23/08/2021 22:03
489823;3367;COPERCHIO NUOVO FILTRO PED.;21G0174FA;TAG 128;SE008;17/08/2021 21:17
489825;3350;OCCLUSORE PER RACCOGLICOND.;21G0175FA;TAG 18;SE603;10/08/2021 21:12
489827;3369;FONDO FILTRO STERIVENT MINI;21G0179FA;TAG 133;SE027;09/09/2021 22:40
489828;3366;COPERCHIO  BARRIERBAC 22M/15F;21G0180FA;TAG 31;SE025;10/08/2021 21:19
489829;10139855;COPERCHIO HBAC PP 22M/15F;21G0181FA;TAG 31;SE025;23/08/2021 21:42
489831;3053;CANNULA NAS.CON SEDE TUBO 4.2;21G0183FA;TAG 14;SE005;05/08/2021 01:14
489898;3897;RACCORDO 22F ATTACCO FARFALLA;21G0184FA;TAG 15;SE018;28/07/2021 16:34
489899;10138834;BOCCAGLIO SPIROMETRIA OVALE;21G0185FA;TAG 81;SE005;09/08/2021 21:35
489900;10141371;RACC 90 FLEX 22F-22F BENNET;21G0186FA;TAG 4;SE002;12/08/2021 21:37
489939;3342;RACC. DIR.22M/15F 15M FOROLUER;21G0190FA;TAG 15;SE018;03/08/2021 21:59
489940;3336;RACC. DIRITTO 22F,TUBO 'A'/15F;21G0191FA;TAG 94;SE015;02/08/2021 21:28
489941;3329;RACCORDO DIRITTO 22F/15M;21G0192FA;TAG 94;SE015;02/08/2021 21:26
489943;3069;RACC. GIREV. 15F/22M PER COBB;21G0193FA;TAG 210-B;SE012;17/08/2021 21:11
489944;3332;RACCORDO DIRITTO 15M/TUBO P;21G0194FA;TAG 21;SE012;09/08/2021 21:34
489945;3128;CORPO COBB FISSO 22M/15F CON;21G0195FA;TAG 39;SE009;31/08/2021 21:40
489946;3335;RACCORDO DIRITTO 22F/ TUBO P;21G0196FA;TAG 251;SE009;12/08/2021 21:33
489947;3333;RACCORDO DIRITTO 15F / TUBO P;21G0197FA;TAG 251;SE009;18/08/2021 21:26
489948;4832;RACC.22M/15F X URM CARICO ALTO;21G0198FA;TAG 175;SE013;12/08/2021 21:43
489949;4838;RACC.22M/15F-22M X URM CAR.LAT;21G0199FA;TAG 175;SE013;18/08/2021 21:26
489950;10005252;RACC.'L' 15M-15F/22M CON LUER;21G0200FA;TAG 252;SE013;01/09/2021 22:12
489951;10005251;RACC. 'L' 15M - 15F/22M;21G0201FA;TAG 252;SE013;13/09/2021 21:34
489952;3393;ANIMA PORTA BOBINA HYGROSTER;21G0202FA;TAG 65;SE020;11/08/2021 21:21
489953;3347;RAC. 22F X TUBO CORRUGATO;21G0203FA;TAG 211-B;SE018;23/08/2021 21:47
489978;3349;COPERCHIO RACC.COND. TUBO 'P';21G0204FA;TAG 17;SE018;28/07/2021 16:31
490046;PT00137383;CONNETTORE ID 2.0 MM - TY-CARE NEO/PED;21G0209FA;TAG 182;SE609;03/08/2021 21:58
490047;PT00137383;CONNETTORE ID 2.0 MM - TY-CARE NEO/PED;21G0210FA;TAG 182;SE609;03/08/2021 21:58
490048;PT00137383;CONNETTORE ID 2.0 MM - TY-CARE NEO/PED;21G0211FA;TAG 182;SE609;03/08/2021 21:58
490049;PT00137384;CONNETTORE ID 2.5 MM - TY-CARE NEO/PED;21G0212FA;TAG 182;SE609;03/08/2021 21:57
490050;PT00137384;CONNETTORE ID 2.5 MM - TY-CARE NEO/PED;21G0213FA;TAG 182;SE609;03/08/2021 21:56
490051;PT00137384;CONNETTORE ID 2.5 MM - TY-CARE NEO/PED;21G0214FA;TAG 182;SE609;03/08/2021 21:56
490052;PT00137385;CONNETTORE ID 3.0 MM - TY-CARE NEO/PED;21G0215FA;TAG 182;SE610;05/08/2021 01:12
490053;PT00137385;CONNETTORE ID 3.0 MM - TY-CARE NEO/PED;21G0216FA;TAG 182;SE610;05/08/2021 01:12
490054;PT00137385;CONNETTORE ID 3.0 MM - TY-CARE NEO/PED;21G0217FA;TAG 182;SE610;05/08/2021 01:12
490055;PT00137386;CONNETTORE ID 3.5 MM - TY-CARE NEO/PED;21G0218FA;TAG 182;SE609;03/08/2021 22:02
490056;PT00137386;CONNETTORE ID 3.5 MM - TY-CARE NEO/PED;21G0219FA;TAG 182;SE609;03/08/2021 22:00
490057;PT00137386;CONNETTORE ID 3.5 MM - TY-CARE NEO/PED;21G0220FA;TAG 182;SE609;03/08/2021 22:01
490058;PT00137387;CONNETTORE ID 4.0 MM - TY-CARE NEO/PED;21G0221FA;TAG 182;SE610;05/08/2021 01:16
490059;PT00137387;CONNETTORE ID 4.0 MM - TY-CARE NEO/PED;21G0222FA;TAG 182;SE610;05/08/2021 01:16
490060;PT00137387;CONNETTORE ID 4.0 MM - TY-CARE NEO/PED;21G0223FA;TAG 182;SE610;05/08/2021 01:15
490061;PT00137388;CONNETTORE ID 4.5 MM - TY-CARE NEO/PED;21G0224FA;TAG 182;SE610;05/08/2021 01:09
490062;PT00137388;CONNETTORE ID 4.5 MM - TY-CARE NEO/PED;21G0225FA;TAG 182;SE610;05/08/2021 01:08
490063;PT00137388;CONNETTORE ID 4.5 MM - TY-CARE NEO/PED;21G0226FA;TAG 182;SE610;05/08/2021 01:08
490064;PT00137389;CONNETTORE ID 5.0 MM - TY-CARE NEO/PED;21G0228FA;TAG 182;SE610;05/08/2021 01:07
490065;PT00137389;CONNETTORE ID 5.0 MM - TY-CARE NEO/PED;21G0229FA;TAG 182;SE610;05/08/2021 01:07
490066;PT00137389;CONNETTORE ID 5.0 MM - TY-CARE NEO/PED;21G0230FA;TAG 182;SE610;05/08/2021 01:06
490067;PT00137390;CONNETTORE ID 5.5 MM - TY-CARE NEO/PED;21G0231FA;TAG 182;SE609;03/08/2021 22:02
490068;PT00137390;CONNETTORE ID 5.5 MM - TY-CARE NEO/PED;21G0232FA;TAG 182;SE609;03/08/2021 22:03
490069;PT00137390;CONNETTORE ID 5.5 MM - TY-CARE NEO/PED;21G0233FA;TAG 182;SE609;03/08/2021 22:03
490105;3388;FONDO FILTRO STERIVENT 'S';21G0235FA;TAG 38;SE023;02/08/2021 21:14
490106;3850;CORPO TRACHEOLIFE 2;21G0236FA;TAG 219;SE608;07/09/2021 21:15
490117;4301;APL GEOM.VALVE 15M SENZA SCAR.;21G0239FA;TAG 91;SE003;31/08/2021 21:44
490118;4302;APL GEOMETRIC VALVE CON SCAR.;21G0240FA;TAG 91;SE005;22/09/2021 21:54
490119;4360;RACCORDO TUBO 'P' CON SEDE;21G0241FA;TAG 158;SE019;09/08/2021 21:39
490190;10004105;FONDO BARRIERBAC'S 22M/15F PP;21G0251FA;TAG 257;SE606;24/08/2021 23:27
490191;10004101;COPERCHIO BARR.S/HYGR.S IN PP;21G0252FA;TAG 257;SE606;24/08/2021 23:27
490194;4105;RACC. X SPIROMETRIA 33F, 22F;21G0255FA;TAG 70;SE019;11/08/2021 21:28
490195;4120;RACCORDO DIRITTO SPIROMETRIA;21G0256FA;TAG 70;SE019;11/08/2021 21:12
490196;4107;RACCORDO DIRITTO 33F,29.5/27F;21G0258FA;TAG 70;SE019;11/08/2021 21:12
490198;4119;RAC. DIRITTO SPIROMETRIA 33F;21G0260FA;TAG 70;SE019;11/08/2021 21:10
490199;4113;RACCORDO DIRITTO SPIROMETRIA;21G0261FA;TAG 70;SE019;12/08/2021 21:38
490200;4121;RACCORDO DIRITTO SPIROMETRIA;21G0262FA;TAG 70;SE019;12/08/2021 21:38
490201;4117;RACCORDO DIRITTO SPIROMETRIA;21G0263FA;TAG 70;SE019;12/08/2021 21:43
490202;4118;RACCORDO DIRITTO SPIROMETRIA;21G0264FA;TAG 70;SE019;12/08/2021 21:40
490210;4936;FONDO FILTRO HYGROLIFE II;21G0266FA;TAG 179;SE016;16/08/2021 21:16
490211;3371;COPERCHIO HYGROBABY 15M FORO;21G0267FA;TAG 85;SE005;23/08/2021 22:14
490212;3374;COPERCHIO HYGROBOY 22F/15M;21G0268FA;TAG 85;SE005;07/09/2021 22:53
490213;3065;TAPPO PER COBB FISSO;21G0269FA;TAG 45;SE020;16/08/2021 21:22
490214;3815;RACC.15M X TUBO TRACHEALE D.8;21G0270FA;TAG 24;SE019;11/08/2021 21:23
490215;3419;BOCCOLA RIDUZ.30 M X CONNETT.;21G0271FA;TAG 109;SE020;23/08/2021 21:40
490222;3067;TAPPO CHIUSURA CATET.ESTENSIB.;21G0272FA;TAG 89;SE603;08/09/2021 22:09
490223;3391;C. HYGROSTER,STERIVENT 22F/15M;21G0273FA;TAG 130;SE026;31/08/2021 21:43
490236;3390;FONDO FILTRO HYGROSTER 22M/15F;21G0274FA;TAG 38;SE023;10/08/2021 21:13
490237;3388;FONDO FILTRO STERIVENT 'S';21G0275FA;TAG 38;SE023;25/08/2021 21:07
490238;3390;FONDO FILTRO HYGROSTER 22M/15F;21G0276FA;TAG 38;SE023;01/09/2021 21:49
490606;4842;VALV.DIGITVENT 14CH TY-CARE AD;21H0021FA;TAG 187;SE014;16/08/2021 21:22
490607;4841;VALV.DIGITVENT 12CH TY-CARE AD;21H0022FA;TAG 187;SE014;26/08/2021 21:20
490608;4843;VALV.DIGITVENT 16CH TY-CARE AD;21H0023FA;TAG 187;SE014;26/08/2021 21:35
490609;4848;DISCO X VALV.ROTATORIA TY-CARE;21H0024FA;TAG 185;SE019;16/08/2021 21:18
490611;10084085;FONDO FILTRO HYGROBAC'S PP;21H0026FA;TAG 209;SE602;26/08/2021 07:48
490612;4126;CORPO FILTRO SPIROM. 33M/30F;21H0027FA;TAG 83;SE007;31/08/2021 22:02
490613;10119344;COPERCHIO STERIVENT MINI;21H0028FA;TAG 128;SE008;23/08/2021 22:06
490614;10119343;FONDO STERIVENT MINI;21H0029FA;TAG 133;SE027;23/08/2021 22:16
490615;4552;ANELLO PORTA ELASTICO MASCH. 4;21H0030FA;TAG 82;SE028;25/08/2021 21:10
490616;4462;COPERCHIO VALVOLA PER TY-CARE;21H0031FA;TAG 163;SE028;23/08/2021 21:45
490617;3068;CORPO COBB GIREVOLE;21H0032FA;TAG 229;SE601;23/08/2021 22:13
490634;4859;RACC.COBB NEONAT.X TY-CARE PED;21H0050FA;TAG 189;SE002;16/08/2021 21:23
490635;PT00015830;COPERCHIO SUPERIORE DIGITVENT 6CH PP;21H0051FA;TAG 186;SE028;25/08/2021 21:09
490636;PT00015831;TAPPO INFERIORE DIGITVENT 6CH PP;21H0052FA;TAG 186;SE028;25/08/2021 21:07
490637;PT00015828;TAPPO INFERIORE DIGITVENT PP;21H0053FA;TAG 186;SE028;02/09/2021 22:08
490638;PT00015829;COPERCHIO SUPERIORE DIGITVENT PP;21H0054FA;TAG 186;SE028;02/09/2021 22:04
490639;3335;RACCORDO DIRITTO 22F/ TUBO P;21H0055FA;TAG 251;SE009;24/08/2021 21:04
490640;4810;COPERCHIO FILTRO HYGROLIFE II;21H0056FA;TAG 177;SE016;19/08/2021 21:59
490643;3070;RACCORDO GIREVOLE PER TUBO P;21H0058FA;TAG 210-B;SE012;26/08/2021 21:22
490654;3278;RACC. TRE VIE REBBI PARALLELI;21H0060FA;TAG 176-B;SE604;23/08/2021 22:00
490661;3359;CONNETTORE CONO LUER X FILTRI;21H0061FA;TAG 46;SE603;17/08/2021 21:12
490662;4353;RAC. DISASSATO PER CIRCUITO;21H0062FA;TAG 125;SE011;24/08/2021 21:03
490663;3292;RAC.3 VIE REBBI PARALL. T. EXT;21H0063FA;TAG 176-B;SE011;06/09/2021 22:17
490666;3062;DOPPIO TAPPO PER COBB GIREVOLE;21H0066FA;TAG 41;SE003;26/08/2021 21:30
490675;10139856;FONDO HBAC/BBAC PP 22F/15M;21H0067FA;TAG 178;SE017;08/09/2021 21:54
490679;10139855;COPERCHIO HBAC PP 22M/15F;21H0068FA;TAG 31;SE025;31/08/2021 21:37
490681;10004101;COPERCHIO BARR.S/HYGR.S IN PP;21H0070FA;TAG 218;ST312;31/08/2021 02:15
490683;10005251;RACC. 'L' 15M - 15F/22M;21H0071FA;TAG 252;SE013;20/09/2021 22:39
490684;10084085;FONDO FILTRO HYGROBAC'S PP;21H0072FA;TAG 209;SE602;02/09/2021 12:11
490685;10004105;FONDO BARRIERBAC'S 22M/15F PP;21H0073FA;TAG 257;SE606;09/09/2021 20:58
490686;10004101;COPERCHIO BARR.S/HYGR.S IN PP;21H0074FA;TAG 257;SE606;09/09/2021 20:59
490687;10119239;CORPO CENTRALE TRACHEOLIFE III;21H0075FA;TAG 230;SE015;01/09/2021 21:45
490688;10124373;VASCHETTA PP RC ADT;21H0076FA;TAG 19;SE011;23/08/2021 22:18
490689;10124375;MEMBRANA IN MEGOL PER RC;21H0077FA;TAG 147;SE018;25/08/2021 21:05
490691;3255;RACC.'L' 22M/15F,TUBO 'P' CON;21H0079FA;TAG 252;SE013;02/09/2021 22:09
490692;3285;RACCORDO TIPO Y PER TUBO P;21H0080FA;TAG 9;SE604;01/09/2021 21:49
490693;3291;RAC.Y 22M/15F,TUBO P.CON PRESE;21H0081FA;TAG 9;SE604;02/09/2021 22:03
490698;4491;ADATTAT.22M UMIDIF. X VENTURI;21H0084FA;TAG 49;SE011;23/08/2021 21:56
490699;3015;RACCORDO MASCHERA 22M;21H0085FA;TAG 208;SE018;06/09/2021 22:13
490707;3296;ADATTATORE 22M PER 15F;21H0093FA;TAG 22;SE019;19/08/2021 21:57
490708;3354;COPERCHIO RACCOGLICONDENSA 22M;21H0094FA;TAG 113;SE013;23/08/2021 21:50
490713;3354;COPERCHIO RACCOGLICONDENSA 22M;21H0095FA;TAG 113;SE017;27/09/2021 21:57
490729;3398;ANELLO RACCOGLITUBI ADULTO;21H0096FA;TAG 119;SE019;19/08/2021 21:59
490740;4465;RACCORDO 22M-15F X TY-CARE;21H0098FA;TAG 173;SE016;24/08/2021 21:02
490741;4438;TAPPO PER CORPO DIGITVENT;21H0099FA;TAG 126;SE002;26/08/2021 21:21
490742;PT00015827;BOCCOLA SACCA SONDINO TY-CARE PP;21H0100FA;TAG 199;SE016;31/08/2021 01:11
490746;4465;RACCORDO 22M-15F X TY-CARE;21H0104FA;TAG 173;SE015;20/09/2021 22:54
490747;4478;"RACC. ""T"" BOCCAGLIO 22M, 22M";21H0105FA;TAG 66;SE013;18/08/2021 21:25
490748;10004101;COPERCHIO BARR.S/HYGR.S IN PP;21H0106FA;TAG 218;ST312;08/09/2021 10:21
490749;10004101;COPERCHIO BARR.S/HYGR.S IN PP;21H0107FA;TAG 218;ST312;16/09/2021 21:09
490750;10084085;FONDO FILTRO HYGROBAC'S PP;21H0108FA;TAG 209;SE602;09/09/2021 12:18
490751;3850;CORPO TRACHEOLIFE 2;21H0109FA;TAG 219;SE608;22/09/2021 08:25
490753;3067;TAPPO CHIUSURA CATET.ESTENSIB.;21H0111FA;TAG 89;SE603;14/09/2021 21:19
490754;4352;RACC.A REBBI PARALLELI 22M,22M;21H0112FA;TAG 136;SE011;31/08/2021 01:17
490755;4359;RACCORDO DIRITTO 22M/15F TUBO;21H0113FA;TAG 141;SE011;06/09/2021 22:18
490756;3315;RACCORDO RIDUZ.D 12 CONN.22M;21H0117FA;TAG 70;SE020;27/09/2021 21:56
490757;3399;ANCORA SOSTEGNO X CIRC. ADULTI;21H0118FA;TAG 23;SE020;14/09/2021 21:23
490758;10004101;COPERCHIO BARR.S/HYGR.S IN PP;21H0122FA;TAG 257;SE606;27/09/2021 07:14
490759;10004105;FONDO BARRIERBAC'S 22M/15F PP;21H0123FA;TAG 257;SE606;27/09/2021 07:14
490760;10119343;FONDO STERIVENT MINI;21H0125FA;TAG 133;SE027;26/08/2021 21:19
490761;10119343;FONDO STERIVENT MINI;21H0126FA;TAG 133;SE027;06/09/2021 22:21
490762;3369;FONDO FILTRO STERIVENT MINI;21H0127FA;TAG 133;SE027;15/11/2021 21:22
490838;10119344;COPERCHIO STERIVENT MINI;21H0134FA;TAG 128;SE008;25/08/2021 21:04
490839;3391;C. HYGROSTER,STERIVENT 22F/15M;21H0136FA;TAG 130;SE025;08/09/2021 22:02
490840;3391;C. HYGROSTER,STERIVENT 22F/15M;21H0137FA;TAG 130;SE026;21/09/2021 22:34
490852;10084085;FONDO FILTRO HYGROBAC'S PP;21H0143FA;TAG 117;SE605;01/09/2021 22:16
490857;3333;RACCORDO DIRITTO 15F / TUBO P;21H0144FA;TAG 251;SE009;06/09/2021 22:32
490858;3335;RACCORDO DIRITTO 22F/ TUBO P;21H0145FA;TAG 251;SE009;08/09/2021 21:52
490859;3335;RACCORDO DIRITTO 22F/ TUBO P;21H0146FA;TAG 251;SE009;14/09/2021 21:23
490860;3333;RACCORDO DIRITTO 15F / TUBO P;21H0153FA;TAG 251;SE009;21/09/2021 22:27
490861;3335;RACCORDO DIRITTO 22F/ TUBO P;21H0154FA;TAG 251;SE009;04/10/2021 21:46
490862;3333;RACCORDO DIRITTO 15F / TUBO P;21H0155FA;TAG 251;SE009;23/09/2021 21:33
490889;3373;FONDO HYGROBABY CON 15F;21H0156FA;TAG 84;SE005;26/08/2021 21:29
490900;4544;CORPO MASCH.AN.LARGE ADULT;21H0158FA;TAG 75;SE008;01/09/2021 21:49
490901;4546;CORPO MASCH.ANEST.SMALL ADULT;21H0159FA;TAG 75;SE008;02/09/2021 22:10
490902;4547;CORPO MASCH.ANEST.PEDIATRIC;21H0160FA;TAG 75;SE008;02/09/2021 21:50
490904;4842;VALV.DIGITVENT 14CH TY-CARE AD;21H0162FA;TAG 187;SE014;31/08/2021 01:13
490905;4545;CORPO MASCHERA ANEST.MEDIUM AD;21H0163FA;TAG 75;SE008;20/09/2021 22:46
490906;3390;FONDO FILTRO HYGROSTER 22M/15F;21H0164FA;TAG 38;SE023;04/10/2021 21:52
490907;3389;FONDO FILTRO STERIVENT 22M/15F;21H0165FA;TAG 38;SE023;23/09/2021 21:46
490908;3388;FONDO FILTRO STERIVENT 'S';21H0166FA;TAG 38;SE023;12/10/2021 22:01
490909;3375;FONDO HYGROBOY CON 22M/15F;21H0167FA;TAG 84;SE005;01/09/2021 21:56
490955;10004101;COPERCHIO BARR.S/HYGR.S IN PP;21H0180FA;TAG 218;ST312;24/09/2021 19:47
490956;10084085;FONDO FILTRO HYGROBAC'S PP;21H0181FA;TAG 209;SE602;16/09/2021 11:13
490957;10084085;FONDO FILTRO HYGROBAC'S PP;21H0182FA;TAG 209;SE602;23/09/2021 15:16
490959;3070;RACCORDO GIREVOLE PER TUBO P;21H0183FA;TAG 210-B;SE012;01/09/2021 21:46
490960;PT00015828;TAPPO INFERIORE DIGITVENT PP;21H0184FA;TAG 186;SE028;20/09/2021 22:52
490961;PT00015829;COPERCHIO SUPERIORE DIGITVENT PP;21H0185FA;TAG 186;SE028;20/09/2021 22:53
490962;3797;INSERT GUEDEL CANNULA SIZE 7 CM;21H0186FA;TAG 63;SE028;06/09/2021 22:19
490963;3800;INSERT GUEDEL CANNULA SIZE 10 CM;21H0187FA;TAG 63;SE002;31/08/2021 21:31
490965;3799;INSERT GUEDEL CANNULA SIZE 9 CM;21H0189FA;TAG 63;SE002;31/08/2021 21:38
490976;10119344;COPERCHIO STERIVENT MINI;21H0196FA;TAG 128;SE026;06/09/2021 22:14
490977;10119344;COPERCHIO STERIVENT MINI;21H0197FA;TAG 128;SE026;13/09/2021 21:30
490978;3367;COPERCHIO NUOVO FILTRO PED.;21H0198FA;TAG 128;SE008;19/10/2021 21:43
490980;10084085;FONDO FILTRO HYGROBAC'S PP;21H0200FA;TAG 117;SE605;20/09/2021 22:42
490981;PT00108834;GUEDEL CANNULA SIZE 8 CM;21H0201FA;TAG 143;SE010;02/09/2021 00:02
490982;PT00108836;GUEDEL CANNULA SIZE 10 CM;21H0202FA;TAG 143;SE010;09/09/2021 22:47
490983;PT00108835;GUEDEL CANNULA SIZE 9 CM;21H0203FA;TAG 143;SE010;22/09/2021 22:03
490984;PT00108837;GUEDEL CANNULA SIZE 11 CM;21H0204FA;TAG 111;SE011;13/09/2021 21:39
490985;PT00108832;GUEDEL CANNULA SIZE 6 CM;21H0205FA;TAG 64;SE011;20/09/2021 22:57
490986;PT00108833;GUEDEL CANNULA SIZE 7 CM;21H0206FA;TAG 64;SE011;25/10/2021 22:09
491025;4301;APL GEOM.VALVE 15M SENZA SCAR.;21H0207FA;TAG 91;SE003;06/09/2021 22:21
491046;10119241;COPERCHIO LATERALE TRACHEO.III;21H0215FA;TAG 231;SE603;27/09/2021 22:04
491047;PT00078083;COPERC.+PORTA O2 TRACHEO.III;21H0216FA;TAG 231;SE603;22/09/2021 21:55
491050;3850;CORPO TRACHEOLIFE 2;21H0217FA;TAG 219;SE608;08/10/2021 01:44
491053;4892;RACC.3 VIE REBBI PARALLELI;21H0218FA;TAG 27;SE003;06/10/2021 21:19
491054;4305;CIL.APL GEOM VALVE SENZA SC;21H0219FA;TAG 86;SE003;09/09/2021 22:40
491055;3248;RACC. CATETERE 15F/22M-TUBO P;21H0220FA;TAG 252;SE013;07/09/2021 22:55
491056;3273;RACCORDO X COD.4832 + SEDE URM;21H0221FA;TAG 202-B;SE003;06/09/2021 22:15
491057;3069;RACC. GIREV. 15F/22M PER COBB;21H0222FA;TAG 210-B;SE012;08/09/2021 21:51
491058;3332;RACCORDO DIRITTO 15M/TUBO P;21H0223FA;TAG 21;SE012;14/09/2021 21:21
491059;4838;RACC.22M/15F-22M X URM CAR.LAT;21H0224FA;TAG 175;SE025;20/09/2021 22:53
491060;4834;RACC.DRITTO 22M/15F-22M X URM;21H0225FA;TAG 175;SE013;22/09/2021 02:30
491061;4832;RACC.22M/15F X URM CARICO ALTO;21H0226FA;TAG 175;SE013;23/09/2021 21:37
491062;4126;CORPO FILTRO SPIROM. 33M/30F;21H0228FA;TAG 83;SE007;13/09/2021 21:27
491063;PT00015826;BOCCOLA BLOCC. SACCA X TY-CARE PP;21H0229FA;TAG 196;SE016;08/09/2021 22:03
491064;3384;FONDO FILTRO PROTEZ. MANOMETRI;21H0230FA;TAG 25;SE003;28/09/2021 22:37
491065;3385;COPERCHIO FILTRO PR.MANOMETRI;21H0231FA;TAG 25;SE003;28/09/2021 22:37
491066;3381;COPERCHIO BARRIER/HYGROBAC S;21H0232FA;TAG 122;SE601;07/09/2021 22:49
491067;3350;OCCLUSORE PER RACCOGLICOND.;21H0233FA;TAG 18;SE028;08/09/2021 22:02
491068;3815;RACC.15M X TUBO TRACHEALE D.8;21H0234FA;TAG 24;SE603;20/09/2021 22:59
491069;3371;COPERCHIO HYGROBABY 15M FORO;21H0235FA;TAG 85;SE005;21/09/2021 22:28
491070;3374;COPERCHIO HYGROBOY 22F/15M;21H0236FA;TAG 85;SE005;14/09/2021 21:24
491071;3277;RACC.3 VIE REBBI PARALLELI;21H0237FA;TAG 176-B;SE011;07/09/2021 22:55
491072;3357;VASCHETTA RACCOGLICOND. AD.;21H0238FA;TAG 19;SE011;07/09/2021 22:52
491073;3279;RAC.3 VIE REBBI PARALL.22M/15F;21H0239FA;TAG 176-B;SE604;08/09/2021 21:56
491074;3278;RACC. TRE VIE REBBI PARALLELI;21H0240FA;TAG 176-B;SE604;14/09/2021 21:21
491077;3079;PORTAVALVOLA PER U.R.M.;21H0241FA;TAG 57;SE020;27/09/2021 22:03
491078;10141370;RACC FLEX 15F X CONN.D.5,0-8;21H0242FA;TAG 10;SE002;06/09/2021 22:18
491079;10141367;RACCORDO FLEX TUBO PED 15F;21H0243FA;TAG 10;SE002;13/09/2021 21:25
491080;10138831;RACCORDO 15FLEX D.8,0-11.0;21H0244FA;TAG 10;SE002;13/09/2021 21:29
491081;3157;RACC.DRITTO 22M,22M/15F PRELIE;21H0250FA;TAG 3;SE002;14/09/2021 21:20
491082;3120;RACC.T.ENDOTR.15F 22M CONN.15M;21H0251FA;TAG 11;SE002;20/09/2021 22:53
491084;4456;ADATTATORE MDI PER TY-CARE.48;21H0254FA;TAG 167;SE002;22/09/2021 21:59
491085;3046;RACC FLEX DEHP FREE TUBO A 22F;21H0255FA;TAG 253;SE024;09/09/2021 22:41
491086;10141368;RACCORDO FLEX TUBO PED 22F;21H0256FA;TAG 29;SE024;14/09/2021 21:24
491087;10141356;RACCORDO 22FLEX TUBO ADT;21H0257FA;TAG 174;SE024;27/10/2021 21:31
491088;10141362;MASCHERA A TENDA PVC ADT;21H0258FA;TAG 1;SE024;29/09/2021 22:12
491089;3258;RACC.22F/22M P.TEMP.D.7.5 F&P;21H0259FA;TAG 66;SE011;20/09/2021 22:39
491090;3204;CONN TIPO T 22M 22F 22M/15F;21H0260FA;TAG 228;SE604;06/09/2021 22:32
491092;3194;RACCORDO T 22M 22M 22M OSSIG.T;21H0262FA;TAG 228;SE604;06/09/2021 22:19
491094;PT00015828;TAPPO INFERIORE DIGITVENT PP;21H0263FA;TAG 186;SE028;27/09/2021 22:06
491095;PT00015829;COPERCHIO SUPERIORE DIGITVENT PP;21H0264FA;TAG 186;SE028;27/09/2021 22:06
491096;3071;RACCORDO GIREVOLE X MOUNT 15M;21H0265FA;TAG 40;SE012;23/09/2021 21:39
491124;10141360;MASCHERA PEDIATRICA;21H0266FA;TAG 5;SE007;02/09/2021 22:03
491155;10119239;CORPO CENTRALE TRACHEOLIFE III;21H0267FA;TAG 230;SE015;07/09/2021 22:56
491156;10119343;FONDO STERIVENT MINI;21H0268FA;TAG 133;SE027;20/09/2021 22:48
491157;10119343;FONDO STERIVENT MINI;21H0270FA;TAG 133;SE027;27/09/2021 22:02
491158;3394;FONDO FILTRO STERIVENT;21H0271FA;TAG 38;SE023;07/09/2021 22:57
491197;3396;COPERCHIO HYGRO/STER/STER S;21H0277FA;TAG 37;SE025;20/09/2021 22:40
491198;10004101;COPERCHIO BARR.S/HYGR.S IN PP;21H0278FA;TAG 234;SE607;09/09/2021 22:43
491268;3327;TAPPO 22F;21H0279FA;TAG 94;SE017;13/09/2021 21:45
491270;10005250;RACC.DIRITTO 22M/19F,22M/VALV.;21H0280FA;TAG 94;SE017;20/09/2021 22:56
491272;3336;RACC. DIRITTO 22F,TUBO 'A'/15F;21H0281FA;TAG 94;SE017;22/09/2021 21:55
491277;3337;RAC.DRITTO 22M/19F,TUBO 'A'15F;21H0282FA;TAG 94;SE017;23/09/2021 21:38
